Id;ParentId;case_id;parent_case_id;Id_parent;Symptom__c;Incident_Reason__c;symptom_name;incident_reason_name;macro_symptom
5007S00000OPxNqQAL;;5007S00000OPxNqQAL;;;;;;;outro
5007S00000OPxNrQAL;;5007S00000OPxNrQAL;;;;;;;outro
5007S00000OPxNsQAL;;5007S00000OPxNsQAL;;;;;;;outro
5007S00000OPxNtQAL;;5007S00000OPxNtQAL;;;;;;;outro
5007S00000OPxNuQAL;;5007S00000OPxNuQAL;;;;;;;outro
5007S00000OPxNvQAL;;5007S00000OPxNvQAL;;;;;;;outro
5007S00000OPxNwQAL;;5007S00000OPxNwQAL;;;;;;;outro
5007S00000OPxNxQAL;;5007S00000OPxNxQAL;;;;;;;outro
5007S00000OPxNyQAL;;5007S00000OPxNyQAL;;;;;;;outro
5007S00000OPxNzQAL;;5007S00000OPxNzQAL;;;;;;;outro
5007S00000OPxO0QAL;;5007S00000OPxO0QAL;;;;;;;outro
5007S00000OPxO1QAL;;5007S00000OPxO1QAL;;;;;;;outro
5007S00000OPxO2QAL;;5007S00000OPxO2QAL;;;;;;;outro
5007S00000OPxO3QAL;;5007S00000OPxO3QAL;;;;;;;outro
5007S00000OPxwkQAD;;5007S00000OPxwkQAD;;;;;;;outro
5007S00000OPyJFQA1;;5007S00000OPyJFQA1;;;;;;;outro
5007S00000OPynvQAD;;5007S00000OPynvQAD;;;;;;;outro
5007S00000OPyoKQAT;;5007S00000OPyoKQAT;;;;;;;outro
5007S00000OPyqVQAT;;5007S00000OPyqVQAT;;;;;;;outro
5007S00000OPzaFQAT;;5007S00000OPzaFQAT;;;;;;;outro
5007S00000OPzaGQAT;;5007S00000OPzaGQAT;;;;;;;outro
5007S00000OPzaHQAT;;5007S00000OPzaHQAT;;;;;;;outro
5007S00000OPzaIQAT;;5007S00000OPzaIQAT;;;;;;;outro
5007S00000OPzpBQAT;;5007S00000OPzpBQAT;;;;;;;outro
5007S00000OQ0eIQAT;;5007S00000OQ0eIQAT;;;;;;;outro
5007S00000OQ0fLQAT;;5007S00000OQ0fLQAT;;;;;;;outro
5007S00000OQ13ZQAT;;5007S00000OQ13ZQAT;;;;;;;outro
5007S00000OQ3kLQAT;;5007S00000OQ3kLQAT;;;;;;;outro
5007S00000OQ3wlQAD;;5007S00000OQ3wlQAD;;;;;;;outro
5007S00000OQ3wmQAD;;5007S00000OQ3wmQAD;;;;;;;outro
5007S00000OQ4WuQAL;;5007S00000OQ4WuQAL;;;;;;;outro
5007S00000OQ89uQAD;;5007S00000OQ89uQAD;;;;;;;outro
5007S00000OQ9eOQAT;;5007S00000OQ9eOQAT;;;;;;;outro
5007S00000OQC13QAH;;5007S00000OQC13QAH;;;;;;;outro
5007S00000OQCfOQAX;;5007S00000OQCfOQAX;;;;;;;outro
5007S00000OQCxRQAX;;5007S00000OQCxRQAX;;;;;;;outro
5007S00000OQDVpQAP;;5007S00000OQDVpQAP;;;;;;;outro
5007S00000OQDWJQA5;;5007S00000OQDWJQA5;;;;;;;outro
5007S00000OQDZnQAP;;5007S00000OQDZnQAP;;;;;;;outro
5007S00000OQDf7QAH;;5007S00000OQDf7QAH;;;;;;;outro
5007S00000OQDfLQAX;;5007S00000OQDfLQAX;;;;;;;outro
5007S00000OQHHiQAP;;5007S00000OQHHiQAP;;;;;;;outro
5007S00000OQHHjQAP;;5007S00000OQHHjQAP;;;;;;;outro
5007S00000OQHHkQAP;;5007S00000OQHHkQAP;;;;;;;outro
5007S00000OQI9zQAH;;5007S00000OQI9zQAH;;;;;;;outro
5007S00000OQIQbQAP;;5007S00000OQIQbQAP;;;;;;;outro
5007S00000OQJoKQAX;;5007S00000OQJoKQAX;;;;;;;outro
5007S00000OQK48QAH;;5007S00000OQK48QAH;;;;;;;outro
5007S00000OQK5qQAH;;5007S00000OQK5qQAH;;;;;;;outro
5007S00000OQLiRQAX;;5007S00000OQLiRQAX;;;;;;;outro
5007S00000OQLoKQAX;;5007S00000OQLoKQAX;;;;;;;outro
5007S00000OQOeCQAX;;5007S00000OQOeCQAX;;;;;;;outro
5007S00000OQP4UQAX;;5007S00000OQP4UQAX;;;;;;;outro
5007S00000OQPUsQAP;;5007S00000OQPUsQAP;;;;;;;outro
5007S00000OQPxIQAX;;5007S00000OQPxIQAX;;;;;;;outro
5007S00000OQQ07QAH;;5007S00000OQQ07QAH;;;;;;;outro
5007S00000P0XPuQAN;;5007S00000P0XPuQAN;;;;;;;outro
5007S00000P0XPvQAN;;5007S00000P0XPvQAN;;;;;;;outro
5007S00000P0YK7QAN;;5007S00000P0YK7QAN;;;;;;;outro
5007S00000P0YKqQAN;;5007S00000P0YKqQAN;;;;;;;outro
5007S00000P0YPqQAN;;5007S00000P0YPqQAN;;;;;;;outro
5007S00000P0YdAQAV;;5007S00000P0YdAQAV;;;;;;;outro
5007S00000P0YgsQAF;;5007S00000P0YgsQAF;;;;;;;outro
5007S00000P0YitQAF;;5007S00000P0YitQAF;;;;;;;outro
5007S00000P0Z3mQAF;;5007S00000P0Z3mQAF;;;;;;;outro
5007S00000P0Z3nQAF;;5007S00000P0Z3nQAF;;;;;;;outro
5007S00000P0Z3oQAF;;5007S00000P0Z3oQAF;;;;;;;outro
5007S00000P0Z3pQAF;;5007S00000P0Z3pQAF;;;;;;;outro
5007S00000P0Z3qQAF;;5007S00000P0Z3qQAF;;;;;;;outro
5007S00000P0Z3rQAF;;5007S00000P0Z3rQAF;;;;;;;outro
5007S00000P0Z3sQAF;;5007S00000P0Z3sQAF;;;;;;;outro
5007S00000P0Z3tQAF;;5007S00000P0Z3tQAF;;;;;;;outro
5007S00000P0Z3uQAF;;5007S00000P0Z3uQAF;;;;;;;outro
5007S00000P0Z5cQAF;;5007S00000P0Z5cQAF;;;;;;;outro
5007S00000P0ZWOQA3;;5007S00000P0ZWOQA3;;;;;;;outro
5007S00000P0aCyQAJ;;5007S00000P0aCyQAJ;;;;;;;outro
5007S00000P0aRtQAJ;;5007S00000P0aRtQAJ;;;;;;;outro
5007S00000P0aZOQAZ;;5007S00000P0aZOQAZ;;;;;;;outro
5007S00000P0arJQAR;;5007S00000P0arJQAR;;;;;;;outro
5007S00000P0exaQAB;;5007S00000P0exaQAB;;;;;;;outro
5007S00000P0exbQAB;;5007S00000P0exbQAB;;;;;;;outro
5007S00000P0excQAB;;5007S00000P0excQAB;;;;;;;outro
5007S00000P0g7WQAR;;5007S00000P0g7WQAR;;;;;;;outro
5007S00000P0gD0QAJ;;5007S00000P0gD0QAJ;;;;;;;outro
5007S00000P0giDQAR;;5007S00000P0giDQAR;;;;;;;outro
5007S00000P0h1tQAB;;5007S00000P0h1tQAB;;;;;;;outro
5007S00000P0hPlQAJ;;5007S00000P0hPlQAJ;;;;;;;outro
5007S00000P0hRNQAZ;;5007S00000P0hRNQAZ;;;;;;;outro
5007S00000P0hSVQAZ;;5007S00000P0hSVQAZ;;;;;;;outro
5007S00000P0i0wQAB;;5007S00000P0i0wQAB;;;;;;;outro
5007S00000P0iKbQAJ;;5007S00000P0iKbQAJ;;;;;;;outro
5007S00000P0iX7QAJ;;5007S00000P0iX7QAJ;;;;;;;outro
5007S00000P0jHqQAJ;;5007S00000P0jHqQAJ;;;;;;;outro
5007S00000P0kQQQAZ;;5007S00000P0kQQQAZ;;;;;;;outro
5007S00000P0kbRQAR;;5007S00000P0kbRQAR;;;;;;;outro
5007S00000P0ld3QAB;;5007S00000P0ld3QAB;;;;;;;outro
5007S00000P0lfOQAR;;5007S00000P0lfOQAR;;;;;;;outro
5007S00000P0lfnQAB;;5007S00000P0lfnQAB;;;;;;;outro
5007S00000P0ls7QAB;;5007S00000P0ls7QAB;;;;;;;outro
5007S00000P0lvyQAB;;5007S00000P0lvyQAB;;;;;;;outro
5007S00000P0mPCQAZ;;5007S00000P0mPCQAZ;;;;;;;outro
5007S00000P0mPRQAZ;;5007S00000P0mPRQAZ;;;;;;;outro
5007S00000P0q4NQAR;;5007S00000P0q4NQAR;;;;;;;outro
5007S00000P0q4OQAR;;5007S00000P0q4OQAR;;;;;;;outro
5007S00000P0q4PQAR;;5007S00000P0q4PQAR;;;;;;;outro
5007S00000P0q4QQAR;;5007S00000P0q4QQAR;;;;;;;outro
5007S00000P0q4RQAR;;5007S00000P0q4RQAR;;;;;;;outro
5007S00000P0vClQAJ;;5007S00000P0vClQAJ;;;;;;;outro
5007S00000P0vSRQAZ;;5007S00000P0vSRQAZ;;;;;;;outro
5007S00000P0vVGQAZ;;5007S00000P0vVGQAZ;;;;;;;outro
5007S00000P0vhvQAB;;5007S00000P0vhvQAB;;;;;;;outro
5007S00000P0viUQAR;;5007S00000P0viUQAR;;;;;;;outro
5007S00000P0zHwQAJ;;5007S00000P0zHwQAJ;;;;;;;outro
5007S00000P0zHxQAJ;;5007S00000P0zHxQAJ;;;;;;;outro
5007S00000P0zHyQAJ;;5007S00000P0zHyQAJ;;;;;;;outro
5007S00000P0zHzQAJ;;5007S00000P0zHzQAJ;;;;;;;outro
5007S00000P0zI0QAJ;;5007S00000P0zI0QAJ;;;;;;;outro
5007S00000P11tCQAR;;5007S00000P11tCQAR;;;;;;;outro
5007S00000P128hQAB;;5007S00000P128hQAB;;;;;;;outro
5007S00000P12RsQAJ;;5007S00000P12RsQAJ;;;;;;;outro
5007S00000P12hgQAB;;5007S00000P12hgQAB;;;;;;;outro
5007S00000P13YBQAZ;;5007S00000P13YBQAZ;;;;;;;outro
5007S00000P13pMQAR;;5007S00000P13pMQAR;;;;;;;outro
5007S00000P14QdQAJ;;5007S00000P14QdQAJ;;;;;;;outro
5007S00000P162MQAR;;5007S00000P162MQAR;;;;;;;outro
5007S00000P16iCQAR;;5007S00000P16iCQAR;;;;;;;outro
5007S00000P17ESQAZ;;5007S00000P17ESQAZ;;;;;;;outro
5007S00000P17W3QAJ;;5007S00000P17W3QAJ;;;;;;;outro
5007S00000P17aiQAB;;5007S00000P17aiQAB;;;;;;;outro
5007S00000P17oQQAR;;5007S00000P17oQQAR;;;;;;;outro
5007S00000P18CxQAJ;;5007S00000P18CxQAJ;;;;;;;outro
5007S00000P18DRQAZ;;5007S00000P18DRQAZ;;;;;;;outro
5007S00000P1ApSQAV;;5007S00000P1ApSQAV;;;;;;;outro
5007S00000P1ApTQAV;;5007S00000P1ApTQAV;;;;;;;outro
5007S00000P1ApUQAV;;5007S00000P1ApUQAV;;;;;;;outro
5007S00000P1BOmQAN;;5007S00000P1BOmQAN;;;;;;;outro
5007S00000P1BUqQAN;;5007S00000P1BUqQAN;;;;;;;outro
5007S00000P1C8kQAF;;5007S00000P1C8kQAF;;;;;;;outro
5007S00000P1CcfQAF;;5007S00000P1CcfQAF;;;;;;;outro
5007S00000P1CraQAF;;5007S00000P1CraQAF;;;;;;;outro
5007S00000P1DS2QAN;;5007S00000P1DS2QAN;;;;;;;outro
5007S00000P1DjhQAF;;5007S00000P1DjhQAF;;;;;;;outro
5007S00000P1FVhQAN;;5007S00000P1FVhQAN;;;;;;;outro
5007S00000P1GaTQAV;;5007S00000P1GaTQAV;;;;;;;outro
5007S00000P1HdAQAV;;5007S00000P1HdAQAV;;;;;;;outro
5007S00000P1HeMQAV;;5007S00000P1HeMQAV;;;;;;;outro
5007S00000P1HurQAF;;5007S00000P1HurQAF;;;;;;;outro
5007S00000P1I70QAF;;5007S00000P1I70QAF;;;;;;;outro
5007S00000P1KhwQAF;;5007S00000P1KhwQAF;;;;;;;outro
5007S00000P1KrGQAV;5007S00000P1KutQAF;5007S00000P1KrGQAV;5007S00000P1KutQAF;5007S00000P1KutQAF;a5D3X000001fRGGUA2;a4S3X000000Xx6pUAC;Cabo preso;Cabos - Type2(AC) - Cabo Preso;cabo preso
5007S00000P1KutQAF;;5007S00000P1KutQAF;;;;;;;outro
5007S00000P1KwtQAF;;5007S00000P1KwtQAF;;;;;;;outro
5007S00000P1KwuQAF;;5007S00000P1KwuQAF;;;;;;;outro
5007S00000P1KwvQAF;;5007S00000P1KwvQAF;;;;;;;outro
5007S00000P1KwwQAF;;5007S00000P1KwwQAF;;;;;;;outro
5007S00000P1KwxQAF;;5007S00000P1KwxQAF;;;;;;;outro
5007S00000P1KwyQAF;;5007S00000P1KwyQAF;;;;;;;outro
5007S00000P1KwzQAF;;5007S00000P1KwzQAF;;;;;;;outro
5007S00000P1Kx0QAF;;5007S00000P1Kx0QAF;;;;;;;outro
5007S00000P1Kx1QAF;;5007S00000P1Kx1QAF;;;;;;;outro
5007S00000P1Kx2QAF;;5007S00000P1Kx2QAF;;;;;;;outro
5007S00000P1Kx3QAF;;5007S00000P1Kx3QAF;;;;;;;outro
5007S00000P1Kx4QAF;;5007S00000P1Kx4QAF;;;;;;;outro
5007S00000P1LO6QAN;;5007S00000P1LO6QAN;;;;;;;outro
5007S00000P1LPiQAN;;5007S00000P1LPiQAN;;;;;;;outro
5007S00000P1OWXQA3;;5007S00000P1OWXQA3;;;;;;;outro
5007S00000P1RDSQA3;;5007S00000P1RDSQA3;;;;;;;outro
5007S00000P1RMoQAN;;5007S00000P1RMoQAN;;;;;;;outro
5007S00000P1RPXQA3;;5007S00000P1RPXQA3;;;;;;;outro
5007S00000P1RSqQAN;;5007S00000P1RSqQAN;;;;;;;outro
5007S00000P1RUSQA3;;5007S00000P1RUSQA3;;;;;;;outro
5007S00000P1RcWQAV;;5007S00000P1RcWQAV;;;;;;;outro
5007S00000P1S36QAF;;5007S00000P1S36QAF;;;;;;;outro
5007S00000P1SBoQAN;;5007S00000P1SBoQAN;;;;;;;outro
5007S00000P1SMuQAN;;5007S00000P1SMuQAN;;;;;;;outro
5007S00000P1SeFQAV;;5007S00000P1SeFQAV;;;;;;;outro
5007S00000P1SgkQAF;;5007S00000P1SgkQAF;;;;;;;outro
5007S00000P1SzYQAV;;5007S00000P1SzYQAV;;;;;;;outro
5007S00000P1T4rQAF;;5007S00000P1T4rQAF;;;;;;;outro
5007S00000P1T4sQAF;;5007S00000P1T4sQAF;;;;;;;outro
5007S00000P1T4tQAF;;5007S00000P1T4tQAF;;;;;;;outro
5007S00000P1T4uQAF;;5007S00000P1T4uQAF;;;;;;;outro
5007S00000P1T4vQAF;;5007S00000P1T4vQAF;;;;;;;outro
5007S00000P1T4wQAF;;5007S00000P1T4wQAF;;;;;;;outro
5007S00000P1T4xQAF;;5007S00000P1T4xQAF;;;;;;;outro
5007S00000P1T4yQAF;;5007S00000P1T4yQAF;;;;;;;outro
5007S00000P1T4zQAF;;5007S00000P1T4zQAF;;;;;;;outro
5007S00000P1T50QAF;;5007S00000P1T50QAF;;;;;;;outro
5007S00000P1T51QAF;;5007S00000P1T51QAF;;;;;;;outro
5007S00000P1U1pQAF;;5007S00000P1U1pQAF;;;;;;;outro
5007S00000P1U3RQAV;;5007S00000P1U3RQAV;;;;;;;outro
5007S00000P1UC9QAN;;5007S00000P1UC9QAN;;;;;;;outro
5007S00000P1UGLQA3;;5007S00000P1UGLQA3;;;;;;;outro
5007S00000P1UL1QAN;;5007S00000P1UL1QAN;;;;;;;outro
5007S00000P1UU7QAN;;5007S00000P1UU7QAN;;;;;;;outro
5007S00000P1UqTQAV;;5007S00000P1UqTQAV;;;;;;;outro
5007S00000P1UqUQAV;;5007S00000P1UqUQAV;;;;;;;outro
5007S00000P1UqVQAV;;5007S00000P1UqVQAV;;;;;;;outro
5007S00000P1VSlQAN;;5007S00000P1VSlQAN;;;;;;;outro
5007S00000P1VxLQAV;;5007S00000P1VxLQAV;;;;;;;outro
5007S00000P1W48QAF;;5007S00000P1W48QAF;;;;;;;outro
5007S00000P1W4bQAF;;5007S00000P1W4bQAF;;;;;;;outro
5007S00000P1WAeQAN;;5007S00000P1WAeQAN;;;;;;;outro
5007S00000P1WCBQA3;;5007S00000P1WCBQA3;;;;;;;outro
5007S00000P1WE2QAN;;5007S00000P1WE2QAN;;;;;;;outro
5007S00000P1WQvQAN;;5007S00000P1WQvQAN;;;;;;;outro
5007S00000P1WZnQAN;;5007S00000P1WZnQAN;;;;;;;outro
5007S00000P1Z3oQAF;;5007S00000P1Z3oQAF;;;;;;;outro
5007S00000P1Z3pQAF;;5007S00000P1Z3pQAF;;;;;;;outro
5007S00000P1Z3qQAF;;5007S00000P1Z3qQAF;;;;;;;outro
5007S00000P1Z3rQAF;;5007S00000P1Z3rQAF;;;;;;;outro
5007S00000P1Z3sQAF;;5007S00000P1Z3sQAF;;;;;;;outro
5007S00000P1ZfPQAV;;5007S00000P1ZfPQAV;;;;;;;outro
5007S00000P1ZnNQAV;;5007S00000P1ZnNQAV;;;;;;;outro
5007S00000P1ZpJQAV;;5007S00000P1ZpJQAV;;;;;;;outro
5007S00000P1a0kQAB;;5007S00000P1a0kQAB;;;;;;;outro
5007S00000P1beaQAB;;5007S00000P1beaQAB;;;;;;;outro
5007S00000P1broQAB;;5007S00000P1broQAB;;;;;;;outro
5007S00000P1c6AQAR;;5007S00000P1c6AQAR;;;;;;;outro
5007S00000P1cB0QAJ;;5007S00000P1cB0QAJ;;;;;;;outro
5007S00000P1d4iQAB;;5007S00000P1d4iQAB;;;;;;;outro
5007S00000P1dL3QAJ;;5007S00000P1dL3QAJ;;;;;;;outro
5007S00000P1dm0QAB;;5007S00000P1dm0QAB;;;;;;;outro
5007S00000P1dq8QAB;;5007S00000P1dq8QAB;;;;;;;outro
5007S00000P1ey0QAB;;5007S00000P1ey0QAB;;;;;;;outro
5007S00000P1fk8QAB;;5007S00000P1fk8QAB;;;;;;;outro
5007S00000P1g0tQAB;;5007S00000P1g0tQAB;;;;;;;outro
5007S00000P1g2lQAB;;5007S00000P1g2lQAB;;;;;;;outro
5007S00000P1gGRQAZ;;5007S00000P1gGRQAZ;;;;;;;outro
5007S00000P1gUPQAZ;;5007S00000P1gUPQAZ;;;;;;;outro
5007S00000P1gaDQAR;;5007S00000P1gaDQAR;;;;;;;outro
5007S00000P1hDEQAZ;;5007S00000P1hDEQAZ;;;;;;;outro
5007S00000P1jtYQAR;;5007S00000P1jtYQAR;;;;;;;outro
5007S00000P1jwbQAB;;5007S00000P1jwbQAB;;;;;;;outro
5007S00000P1jwcQAB;;5007S00000P1jwcQAB;;;;;;;outro
5007S00000P1m3vQAB;;5007S00000P1m3vQAB;;;;;;;outro
5007S00000P1mapQAB;;5007S00000P1mapQAB;;;;;;;outro
5007S00000P1nNvQAJ;;5007S00000P1nNvQAJ;;;;;;;outro
5007S00000P1nsdQAB;;5007S00000P1nsdQAB;;;;;;;outro
5007S00000P1oSgQAJ;;5007S00000P1oSgQAJ;;;;;;;outro
5007S00000P1qB0QAJ;;5007S00000P1qB0QAJ;;;;;;;outro
5007S00000P1qPJQAZ;;5007S00000P1qPJQAZ;;;;;;;outro
5007S00000P1qR7QAJ;;5007S00000P1qR7QAJ;;;;;;;outro
5007S00000P1qgXQAR;;5007S00000P1qgXQAR;;;;;;;outro
5007S00000P1rAxQAJ;;5007S00000P1rAxQAJ;;;;;;;outro
5007S00000P1rKUQAZ;;5007S00000P1rKUQAZ;;;;;;;outro
5007S00000P1rNOQAZ;;5007S00000P1rNOQAZ;;;;;;;outro
5007S00000P1rNYQAZ;;5007S00000P1rNYQAZ;;;;;;;outro
5007S00000P1rO2QAJ;;5007S00000P1rO2QAJ;;;;;;;outro
5007S00000P1rOMQAZ;;5007S00000P1rOMQAZ;;;;;;;outro
5007S00000P1rP0QAJ;;5007S00000P1rP0QAJ;;;;;;;outro
5007S00000P1rPAQAZ;;5007S00000P1rPAQAZ;;;;;;;outro
5007S00000P1rU1QAJ;;5007S00000P1rU1QAJ;;;;;;;outro
5007S00000P1rbvQAB;;5007S00000P1rbvQAB;;;;;;;outro
5007S00000P1sFSQAZ;;5007S00000P1sFSQAZ;;;;;;;outro
5007S00000P1sSwQAJ;;5007S00000P1sSwQAJ;;;;;;;outro
5007S00000P1uhnQAB;;5007S00000P1uhnQAB;;;;;;;outro
5007S00000P1uhoQAB;;5007S00000P1uhoQAB;;;;;;;outro
5007S00000P1uhpQAB;;5007S00000P1uhpQAB;;;;;;;outro
5007S00000P1uhqQAB;;5007S00000P1uhqQAB;;;;;;;outro
5007S00000P1uhrQAB;;5007S00000P1uhrQAB;;;;;;;outro
5007S00000P1uhsQAB;;5007S00000P1uhsQAB;;;;;;;outro
5007S00000P1uyMQAR;;5007S00000P1uyMQAR;;;;;;;outro
5007S00000P1wq0QAB;;5007S00000P1wq0QAB;;;;;;;outro
5007S00000P1xQNQAZ;;5007S00000P1xQNQAZ;;;;;;;outro
5007S00000P1xv3QAB;;5007S00000P1xv3QAB;;;;;;;outro
5007S00000P1y64QAB;;5007S00000P1y64QAB;;;;;;;outro
5007S00000P1yfsQAB;;5007S00000P1yfsQAB;;;;;;;outro
5007S00000P1yziQAB;;5007S00000P1yziQAB;;;;;;;outro
5007S00000P1z6FQAR;;5007S00000P1z6FQAR;;;;;;;outro
5007S00000P1zjXQAR;;5007S00000P1zjXQAR;;;;;;;outro
5007S00000P1zjYQAR;;5007S00000P1zjYQAR;;;;;;;outro
5007S00000P201NQAR;;5007S00000P201NQAR;;;;;;;outro
5007S00000P20YOQAZ;;5007S00000P20YOQAZ;;;;;;;outro
5007S00000P21RNQAZ;;5007S00000P21RNQAZ;;;;;;;outro
5007S00000P21W2QAJ;;5007S00000P21W2QAJ;;;;;;;outro
5007S00000P21XUQAZ;;5007S00000P21XUQAZ;;;;;;;outro
5007S00000P21Z6QAJ;;5007S00000P21Z6QAJ;;;;;;;outro
5007S00000P21b7QAB;;5007S00000P21b7QAB;;;;;;;outro
5007S00000P22AqQAJ;5007S00000P229nQAB;5007S00000P22AqQAJ;5007S00000P229nQAB;5007S00000P229nQAB;;;;;outro
5007S00000P254NQAR;;5007S00000P254NQAR;;;;;;;outro
5007S00000P254OQAR;;5007S00000P254OQAR;;;;;;;outro
5007S00000P254PQAR;;5007S00000P254PQAR;;;;;;;outro
5007S00000P254QQAR;;5007S00000P254QQAR;;;;;;;outro
5007S00000P254RQAR;;5007S00000P254RQAR;;;;;;;outro
5007S00000P254SQAR;;5007S00000P254SQAR;;;;;;;outro
5007S00000P2ARgQAN;;5007S00000P2ARgQAN;;;;;;;outro
5007S00000P2AuSQAV;;5007S00000P2AuSQAV;;;;;;;outro
5007S00000P2Az4QAF;;5007S00000P2Az4QAF;;;;;;;outro
5007S00000P2C4AQAV;;5007S00000P2C4AQAV;;;;;;;outro
5007S00000P2CF8QAN;;5007S00000P2CF8QAN;;;;;;;outro
5007S00000P2CUhQAN;;5007S00000P2CUhQAN;;;;;;;outro
5007S00000P2CX7QAN;;5007S00000P2CX7QAN;;;;;;;outro
5007S00000P2CfGQAV;;5007S00000P2CfGQAV;;;;;;;outro
5007S00000P2ChlQAF;;5007S00000P2ChlQAF;;;;;;;outro
5007S00000P2CjSQAV;;5007S00000P2CjSQAV;;;;;;;outro
5007S00000P2CjTQAV;;5007S00000P2CjTQAV;;;;;;;outro
5007S00000P2Cn0QAF;;5007S00000P2Cn0QAF;;;;;;;outro
5007S00000P2CocQAF;;5007S00000P2CocQAF;;;;;;;outro
5007S00000P2CqTQAV;;5007S00000P2CqTQAV;;;;;;;outro
5007S00000P2CsKQAV;;5007S00000P2CsKQAV;;;;;;;outro
5007S00000P2D9zQAF;;5007S00000P2D9zQAF;;;;;;;outro
5007S00000P2FudQAF;;5007S00000P2FudQAF;;;;;;;outro
5007S00000P2FueQAF;;5007S00000P2FueQAF;;;;;;;outro
5007S00000P2FufQAF;;5007S00000P2FufQAF;;;;;;;outro
5007S00000P2FugQAF;;5007S00000P2FugQAF;;;;;;;outro
5007S00000P2FuhQAF;;5007S00000P2FuhQAF;;;;;;;outro
5007S00000P2FuiQAF;;5007S00000P2FuiQAF;;;;;;;outro
5007S00000P2FujQAF;;5007S00000P2FujQAF;;;;;;;outro
5007S00000P2FukQAF;;5007S00000P2FukQAF;;;;;;;outro
5007S00000P2GX4QAN;;5007S00000P2GX4QAN;;;;;;;outro
5007S00000P2K3fQAF;;5007S00000P2K3fQAF;;;;;;;outro
5007S00000P2LlRQAV;;5007S00000P2LlRQAV;;;;;;;outro
5007S00000P2M81QAF;;5007S00000P2M81QAF;;;;;;;outro
5007S00000P2MLyQAN;;5007S00000P2MLyQAN;;;;;;;outro
5007S00000P2MYTQA3;;5007S00000P2MYTQA3;;;;;;;outro
5007S00000P2Mj2QAF;;5007S00000P2Mj2QAF;;;;;;;outro
5007S00000P2MktQAF;;5007S00000P2MktQAF;;;;;;;outro
5007S00000P2MpUQAV;;5007S00000P2MpUQAV;;;;;;;outro
5007S00000P2NAiQAN;5007S00000P2NAhQAN;5007S00000P2NAiQAN;5007S00000P2NAhQAN;5007S00000P2NAhQAN;;;;;outro
5007S00000P2NB1QAN;;5007S00000P2NB1QAN;;;;;;;outro
5007S00000P2NJKQA3;;5007S00000P2NJKQA3;;;;;;;outro
5007S00000P2O7oQAF;;5007S00000P2O7oQAF;;;;;;;outro
5007S00000P2O7pQAF;;5007S00000P2O7pQAF;;;;;;;outro
5007S00000P2O7qQAF;;5007S00000P2O7qQAF;;;;;;;outro
5007S00000P2O7rQAF;;5007S00000P2O7rQAF;;;;;;;outro
5007S00000P2O7sQAF;;5007S00000P2O7sQAF;;;;;;;outro
5007S00000P2O7tQAF;;5007S00000P2O7tQAF;;;;;;;outro
5007S00000P2O7uQAF;;5007S00000P2O7uQAF;;;;;;;outro
5007S00000P2O7vQAF;;5007S00000P2O7vQAF;;;;;;;outro
5007S00000P2O7wQAF;;5007S00000P2O7wQAF;;;;;;;outro
5007S00000P2O7xQAF;;5007S00000P2O7xQAF;;;;;;;outro
5007S00000P2O7yQAF;;5007S00000P2O7yQAF;;;;;;;outro
5007S00000P2OlQQAV;;5007S00000P2OlQQAV;;;;;;;outro
5007S00000P2OyUQAV;;5007S00000P2OyUQAV;;;;;;;outro
5007S00000P2P5LQAV;;5007S00000P2P5LQAV;;;;;;;outro
5007S00000P2PA6QAN;;5007S00000P2PA6QAN;;;;;;;outro
5007S00000P2PAQQA3;;5007S00000P2PAQQA3;;;;;;;outro
5007S00000P2PTcQAN;5007S00000P2PTIQA3;5007S00000P2PTcQAN;5007S00000P2PTIQA3;5007S00000P2PTIQA3;;;;;outro
5007S00000P2Pi3QAF;;5007S00000P2Pi3QAF;;;;;;;outro
5007S00000P2PiDQAV;;5007S00000P2PiDQAV;;;;;;;outro
5007S00000P2Q7mQAF;;5007S00000P2Q7mQAF;;;;;;;outro
5007S00000P2QJEQA3;;5007S00000P2QJEQA3;;;;;;;outro
5007S00000P2QJFQA3;;5007S00000P2QJFQA3;;;;;;;outro
5007S00000P2QJGQA3;;5007S00000P2QJGQA3;;;;;;;outro
5007S00000P2QJHQA3;;5007S00000P2QJHQA3;;;;;;;outro
5007S00000P2R6yQAF;;5007S00000P2R6yQAF;;;;;;;outro
5007S00000P2RBnQAN;5007S00000P2RBJQA3;5007S00000P2RBnQAN;5007S00000P2RBJQA3;5007S00000P2RBJQA3;;;;;outro
5007S00000P2RHjQAN;;5007S00000P2RHjQAN;;;;;;;outro
5007S00000P2RZNQA3;5007S00000P2RZDQA3;5007S00000P2RZNQA3;5007S00000P2RZDQA3;5007S00000P2RZDQA3;;;;;outro
5007S00000P2RcCQAV;;5007S00000P2RcCQAV;;;;;;;outro
5007S00000P2ReDQAV;5007S00000P2RdeQAF;5007S00000P2ReDQAV;5007S00000P2RdeQAF;5007S00000P2RdeQAF;;;;;outro
5007S00000P2ReSQAV;;5007S00000P2ReSQAV;;;;;;;outro
5007S00000P2TL8QAN;;5007S00000P2TL8QAN;;;;;;;outro
5007S00000P2UNjQAN;;5007S00000P2UNjQAN;;;;;;;outro
5007S00000P2UNkQAN;;5007S00000P2UNkQAN;;;;;;;outro
5007S00000P2UNlQAN;;5007S00000P2UNlQAN;;;;;;;outro
