Id;ParentId;case_id;parent_case_id;Id_parent;Symptom__c;Incident_Reason__c;symptom_name;incident_reason_name;macro_symptom
500Qv00000PIEMYIA5;;500Qv00000PIEMYIA5;;;;;;;outro
500Qv00000PILPSIA5;;500Qv00000PILPSIA5;;;;;;;outro
500Qv00000PINFtIAP;;500Qv00000PINFtIAP;;;;;;;outro
500Qv00000PINW6IAP;;500Qv00000PINW6IAP;;;;;;;outro
500Qv00000PIRg5IAH;500Qv00000PIR9sIAH;500Qv00000PIRg5IAH;500Qv00000PIR9sIAH;500Qv00000PIR9sIAH;;;;;outro
500Qv00000PIbvcIAD;;500Qv00000PIbvcIAD;;;;;;;outro
500Qv00000PIiCIIA1;;500Qv00000PIiCIIA1;;;;;;;outro
500Qv00000PIllGIAT;;500Qv00000PIllGIAT;;;;;;;outro
500Qv00000PImCiIAL;;500Qv00000PImCiIAL;;;;;;;outro
500Qv00000PIr16IAD;;500Qv00000PIr16IAD;;;;;;;outro
500Qv00000PIySTIA1;;500Qv00000PIySTIA1;;;;;;;outro
500Qv00000PJCiEIAX;;500Qv00000PJCiEIAX;;;;;;;outro
500Qv00000PJCs3IAH;;500Qv00000PJCs3IAH;;;;;;;outro
500Qv00000PJGafIAH;;500Qv00000PJGafIAH;;;;;;;outro
500Qv00000PJJv5IAH;;500Qv00000PJJv5IAH;;;;;;;outro
500Qv00000PJJyMIAX;;500Qv00000PJJyMIAX;;;;;;;outro
500Qv00000PJK6LIAX;;500Qv00000PJK6LIAX;;;;;;;outro
500Qv00000PJKpYIAX;;500Qv00000PJKpYIAX;;;;;;;outro
500Qv00000PJMknIAH;;500Qv00000PJMknIAH;;;;;;;outro
500Qv00000PJNYnIAP;;500Qv00000PJNYnIAP;;;;;;;outro
500Qv00000PJSobIAH;;500Qv00000PJSobIAH;;;;;;;outro
500Qv00000PJXZmIAP;;500Qv00000PJXZmIAP;;;;;;;outro
500Qv00000PJYqoIAH;;500Qv00000PJYqoIAH;;;;;;;outro
500Qv00000PJaZNIA1;;500Qv00000PJaZNIA1;;;;;;;outro
500Qv00000PJb8mIAD;;500Qv00000PJb8mIAD;;;;;;;outro
500Qv00000PJdCKIA1;;500Qv00000PJdCKIA1;;;;;;;outro
500Qv00000PJdbyIAD;;500Qv00000PJdbyIAD;;;;;;;outro
500Qv00000PJdgwIAD;;500Qv00000PJdgwIAD;;;;;;;outro
500Qv00000PJdtrIAD;;500Qv00000PJdtrIAD;;;;;;;outro
500Qv00000PJfE8IAL;;500Qv00000PJfE8IAL;;;;;;;outro
500Qv00000PJia3IAD;;500Qv00000PJia3IAD;;;;;;;outro
500Qv00000PJkDdIAL;;500Qv00000PJkDdIAL;;;;;;;outro
500Qv00000PJkf4IAD;;500Qv00000PJkf4IAD;;;;;;;outro
500Qv00000PJnzZIAT;;500Qv00000PJnzZIAT;;;;;;;outro
500Qv00000PJrK2IAL;;500Qv00000PJrK2IAL;;;;;;;outro
500Qv00000PJuGKIA1;;500Qv00000PJuGKIA1;;;;;;;outro
500Qv00000PJuMlIAL;;500Qv00000PJuMlIAL;;;;;;;outro
500Qv00000PJxvdIAD;;500Qv00000PJxvdIAD;;;;;;;outro
500Qv00000PK0ruIAD;;500Qv00000PK0ruIAD;;;;;;;outro
500Qv00000PK1PmIAL;;500Qv00000PK1PmIAL;;;;;;;outro
500Qv00000PK2KDIA1;;500Qv00000PK2KDIA1;;;;;;;outro
500Qv00000PK9rxIAD;;500Qv00000PK9rxIAD;;;;;;;outro
500Qv00000PKBVZIA5;;500Qv00000PKBVZIA5;;;;;;;outro
500Qv00000PKJ6XIAX;;500Qv00000PKJ6XIAX;;;;;;;outro
500Qv00000PKbusIAD;;500Qv00000PKbusIAD;;;;;;;outro
500Qv00000PKc1BIAT;;500Qv00000PKc1BIAT;;;;;;;outro
500Qv00000PKcSeIAL;;500Qv00000PKcSeIAL;;;;;;;outro
500Qv00000PKjAfIAL;;500Qv00000PKjAfIAL;;;;;;;outro
500Qv00000PKjHDIA1;;500Qv00000PKjHDIA1;;;;;;;outro
500Qv00000PKkOWIA1;;500Qv00000PKkOWIA1;;;;;;;outro
500Qv00000PKn1SIAT;;500Qv00000PKn1SIAT;;;;;;;outro
500Qv00000PKn38IAD;;500Qv00000PKn38IAD;;;;;;;outro
500Qv00000PKrEfIAL;;500Qv00000PKrEfIAL;;;;;;;outro
500Qv00000PKupHIAT;;500Qv00000PKupHIAT;;;;;;;outro
500Qv00000PKwBEIA1;;500Qv00000PKwBEIA1;;;;;;;outro
500Qv00000PKzSOIA1;;500Qv00000PKzSOIA1;;;;;;;outro
500Qv00000PL2I9IAL;;500Qv00000PL2I9IAL;;;;;;;outro
500Qv00000PL9RpIAL;;500Qv00000PL9RpIAL;;;;;;;outro
500Qv00000PLBVGIA5;;500Qv00000PLBVGIA5;;;;;;;outro
500Qv00000PLDc2IAH;;500Qv00000PLDc2IAH;;;;;;;outro
500Qv00000PLFqaIAH;;500Qv00000PLFqaIAH;;;;;;;outro
500Qv00000PLGxrIAH;;500Qv00000PLGxrIAH;;;;;;;outro
500Qv00000PLSJ3IAP;;500Qv00000PLSJ3IAP;;;;;;;outro
500Qv00000PLU9fIAH;;500Qv00000PLU9fIAH;;;;;;;outro
500Qv00000PLW1iIAH;;500Qv00000PLW1iIAH;;;;;;;outro
500Qv00000PLY8LIAX;;500Qv00000PLY8LIAX;;;;;;;outro
500Qv00000PLcATIA1;;500Qv00000PLcATIA1;;;;;;;outro
500Qv00000PLxI3IAL;;500Qv00000PLxI3IAL;;;;;;;outro
500Qv00000PMGFvIAP;;500Qv00000PMGFvIAP;;;;;;;outro
500Qv00000PMHWzIAP;;500Qv00000PMHWzIAP;;;;;;;outro
500Qv00000PMIZaIAP;;500Qv00000PMIZaIAP;;;;;;;outro
500Qv00000PMMy5IAH;;500Qv00000PMMy5IAH;;;;;;;outro
500Qv00000PMUAnIAP;;500Qv00000PMUAnIAP;;;;;;;outro
500Qv00000PMZTpIAP;;500Qv00000PMZTpIAP;;;;;;;outro
500Qv00000PMgwlIAD;;500Qv00000PMgwlIAD;;;;;;;outro
500Qv00000PMidaIAD;;500Qv00000PMidaIAD;;;;;;;outro
500Qv00000PMkytIAD;;500Qv00000PMkytIAD;;;;;;;outro
500Qv00000PMoHbIAL;;500Qv00000PMoHbIAL;;;;;;;outro
500Qv00000PMwyJIAT;;500Qv00000PMwyJIAT;;;;;;;outro
500Qv00000PMys3IAD;;500Qv00000PMys3IAD;;;;;;;outro
500Qv00000PN2qvIAD;;500Qv00000PN2qvIAD;;;;;;;outro
500Qv00000PN6PqIAL;;500Qv00000PN6PqIAL;;;;;;;outro
500Qv00000PNAl8IAH;;500Qv00000PNAl8IAH;;;;;;;outro
500Qv00000PNDhMIAX;;500Qv00000PNDhMIAX;;;;;;;outro
500Qv00000PNGCNIA5;;500Qv00000PNGCNIA5;;;;;;;outro
500Qv00000PNGSIIA5;;500Qv00000PNGSIIA5;;;;;;;outro
500Qv00000PNLALIA5;;500Qv00000PNLALIA5;;;;;;;outro
500Qv00000PNLX1IAP;;500Qv00000PNLX1IAP;;;;;;;outro
500Qv00000PNPaYIAX;;500Qv00000PNPaYIAX;;;;;;;outro
500Qv00000PNXmXIAX;;500Qv00000PNXmXIAX;;;;;;;outro
500Qv00000PNXubIAH;;500Qv00000PNXubIAH;;;;;;;outro
500Qv00000PNioZIAT;;500Qv00000PNioZIAT;;;;;;;outro
500Qv00000PNk3wIAD;;500Qv00000PNk3wIAD;;;;;;;outro
500Qv00000PNlETIA1;;500Qv00000PNlETIA1;;;;;;;outro
500Qv00000PNmaJIAT;;500Qv00000PNmaJIAT;;;;;;;outro
500Qv00000PNneNIAT;;500Qv00000PNneNIAT;;;;;;;outro
500Qv00000PNrICIA1;;500Qv00000PNrICIA1;;;;;;;outro
500Qv00000PNvX6IAL;;500Qv00000PNvX6IAL;;;;;;;outro
500Qv00000PNwg6IAD;;500Qv00000PNwg6IAD;;;;;;;outro
500Qv00000PNywQIAT;;500Qv00000PNywQIAT;;;;;;;outro
500Qv00000PO3MeIAL;;500Qv00000PO3MeIAL;;;;;;;outro
500Qv00000PO3PuIAL;;500Qv00000PO3PuIAL;;;;;;;outro
500Qv00000PO6MMIA1;;500Qv00000PO6MMIA1;;;;;;;outro
500Qv00000PO8VtIAL;;500Qv00000PO8VtIAL;;;;;;;outro
500Qv00000PO98hIAD;;500Qv00000PO98hIAD;;;;;;;outro
500Qv00000PO9odIAD;;500Qv00000PO9odIAD;;;;;;;outro
500Qv00000POAMXIA5;;500Qv00000POAMXIA5;;;;;;;outro
500Qv00000POEBaIAP;;500Qv00000POEBaIAP;;;;;;;outro
500Qv00000POELGIA5;;500Qv00000POELGIA5;;;;;;;outro
500Qv00000POGi6IAH;;500Qv00000POGi6IAH;;;;;;;outro
500Qv00000POIyQIAX;;500Qv00000POIyQIAX;;;;;;;outro
500Qv00000POJsoIAH;;500Qv00000POJsoIAH;;;;;;;outro
500Qv00000PON9yIAH;;500Qv00000PON9yIAH;;;;;;;outro
500Qv00000PONDGIA5;;500Qv00000PONDGIA5;;;;;;;outro
500Qv00000PONgJIAX;;500Qv00000PONgJIAX;;;;;;;outro
500Qv00000PONwXIAX;;500Qv00000PONwXIAX;;;;;;;outro
500Qv00000POO9QIAX;;500Qv00000POO9QIAX;;;;;;;outro
500Qv00000POORAIA5;;500Qv00000POORAIA5;;;;;;;outro
500Qv00000POP6vIAH;;500Qv00000POP6vIAH;;;;;;;outro
500Qv00000POPQKIA5;;500Qv00000POPQKIA5;;;;;;;outro
500Qv00000POPi1IAH;;500Qv00000POPi1IAH;;;;;;;outro
500Qv00000POSzNIAX;;500Qv00000POSzNIAX;;;;;;;outro
500Qv00000POU3NIAX;;500Qv00000POU3NIAX;;;;;;;outro
500Qv00000POW8PIAX;;500Qv00000POW8PIAX;;;;;;;outro
500Qv00000POX69IAH;;500Qv00000POX69IAH;;;;;;;outro
500Qv00000POZO2IAP;;500Qv00000POZO2IAP;;;;;;;outro
500Qv00000PObpEIAT;;500Qv00000PObpEIAT;;;;;;;outro
500Qv00000POdufIAD;;500Qv00000POdufIAD;;;;;;;outro
500Qv00000POjy6IAD;;500Qv00000POjy6IAD;;;;;;;outro
500Qv00000POpFxIAL;;500Qv00000POpFxIAL;;;;;;;outro
500Qv00000POpkZIAT;;500Qv00000POpkZIAT;;;;;;;outro
500Qv00000POteWIAT;;500Qv00000POteWIAT;;;;;;;outro
500Qv00000POuxCIAT;;500Qv00000POuxCIAT;;;;;;;outro
500Qv00000POyzDIAT;;500Qv00000POyzDIAT;;;;;;;outro
500Qv00000PP0uXIAT;;500Qv00000PP0uXIAT;;;;;;;outro
500Qv00000PP98DIAT;;500Qv00000PP98DIAT;;;;;;;outro
500Qv00000PPSUGIA5;;500Qv00000PPSUGIA5;;;;;;;outro
500Qv00000PPjwSIAT;;500Qv00000PPjwSIAT;;;;;;;outro
500Qv00000PPkCjIAL;;500Qv00000PPkCjIAL;;;;;;;outro
500Qv00000PPog4IAD;;500Qv00000PPog4IAD;;;;;;;outro
500Qv00000PPpDqIAL;;500Qv00000PPpDqIAL;;;;;;;outro
500Qv00000PPrnWIAT;;500Qv00000PPrnWIAT;;;;;;;outro
500Qv00000PPuAMIA1;;500Qv00000PPuAMIA1;;;;;;;outro
500Qv00000PPwNOIA1;;500Qv00000PPwNOIA1;;;;;;;outro
500Qv00000PPxg1IAD;;500Qv00000PPxg1IAD;;;;;;;outro
500Qv00000PQEozIAH;;500Qv00000PQEozIAH;;;;;;;outro
500Qv00000PQNPHIA5;;500Qv00000PQNPHIA5;;;;;;;outro
500Qv00000PQUdZIAX;;500Qv00000PQUdZIAX;;;;;;;outro
500Qv00000PQbGrIAL;;500Qv00000PQbGrIAL;;;;;;;outro
500Qv00000PQebLIAT;;500Qv00000PQebLIAT;;;;;;;outro
500Qv00000PQeuuIAD;;500Qv00000PQeuuIAD;;;;;;;outro
500Qv00000PQpLSIA1;;500Qv00000PQpLSIA1;;;;;;;outro
500Qv00000PQskkIAD;;500Qv00000PQskkIAD;;;;;;;outro
500Qv00000PQtC9IAL;;500Qv00000PQtC9IAL;;;;;;;outro
500Qv00000PQvSTIA1;;500Qv00000PQvSTIA1;;;;;;;outro
500Qv00000PQxPaIAL;;500Qv00000PQxPaIAL;;;;;;;outro
500Qv00000PQxu7IAD;;500Qv00000PQxu7IAD;;;;;;;outro
500Qv00000PR8zEIAT;;500Qv00000PR8zEIAT;;;;;;;outro
500Qv00000PRSLMIA5;;500Qv00000PRSLMIA5;;;;;;;outro
500Qv00000PRTSgIAP;;500Qv00000PRTSgIAP;;;;;;;outro
500Qv00000PRTXOIA5;;500Qv00000PRTXOIA5;;;;;;;outro
500Qv00000PRUyNIAX;;500Qv00000PRUyNIAX;;;;;;;outro
500Qv00000PRV38IAH;;500Qv00000PRV38IAH;;;;;;;outro
500Qv00000PRVB6IAP;;500Qv00000PRVB6IAP;;;;;;;outro
500Qv00000PRVSoIAP;;500Qv00000PRVSoIAP;;;;;;;outro
500Qv00000PRWFCIA5;;500Qv00000PRWFCIA5;;;;;;;outro
500Qv00000PRYFXIA5;;500Qv00000PRYFXIA5;;;;;;;outro
500Qv00000PRZoLIAX;;500Qv00000PRZoLIAX;;;;;;;outro
500Qv00000PRburIAD;;500Qv00000PRburIAD;;;;;;;outro
500Qv00000PRcm0IAD;;500Qv00000PRcm0IAD;;;;;;;outro
500Qv00000PRcqtIAD;;500Qv00000PRcqtIAD;;;;;;;outro
500Qv00000PRdq5IAD;;500Qv00000PRdq5IAD;;;;;;;outro
500Qv00000PRiWRIA1;;500Qv00000PRiWRIA1;;;;;;;outro
500Qv00000PS4QfIAL;;500Qv00000PS4QfIAL;;;;;;;outro
500Qv00000PS6H1IAL;;500Qv00000PS6H1IAL;;;;;;;outro
500Qv00000PS7Q2IAL;;500Qv00000PS7Q2IAL;;;;;;;outro
500Qv00000PSDIUIA5;;500Qv00000PSDIUIA5;;;;;;;outro
500Qv00000PSEzNIAX;;500Qv00000PSEzNIAX;;;;;;;outro
500Qv00000PSIS2IAP;;500Qv00000PSIS2IAP;;;;;;;outro
500Qv00000PSJ6FIAX;;500Qv00000PSJ6FIAX;;;;;;;outro
500Qv00000PSM92IAH;;500Qv00000PSM92IAH;;;;;;;outro
500Qv00000PSMf7IAH;;500Qv00000PSMf7IAH;;;;;;;outro
500Qv00000PSMfCIAX;;500Qv00000PSMfCIAX;;;;;;;outro
500Qv00000PSOHDIA5;;500Qv00000PSOHDIA5;;;;;;;outro
500Qv00000PSYl7IAH;;500Qv00000PSYl7IAH;;;;;;;outro
500Qv00000PSf6gIAD;;500Qv00000PSf6gIAD;;;;;;;outro
500Qv00000PSlCEIA1;;500Qv00000PSlCEIA1;;;;;;;outro
500Qv00000PSpyuIAD;;500Qv00000PSpyuIAD;;;;;;;outro
500Qv00000PSqmrIAD;;500Qv00000PSqmrIAD;;;;;;;outro
500Qv00000PSv4zIAD;;500Qv00000PSv4zIAD;;;;;;;outro
500Qv00000PT1LpIAL;;500Qv00000PT1LpIAL;;;;;;;outro
500Qv00000PT3DsIAL;;500Qv00000PT3DsIAL;;;;;;;outro
500Qv00000PTFjdIAH;;500Qv00000PTFjdIAH;;;;;;;outro
500Qv00000PTFrsIAH;;500Qv00000PTFrsIAH;;;;;;;outro
500Qv00000PTWSrIAP;;500Qv00000PTWSrIAP;;;;;;;outro
500Qv00000PTYUZIA5;;500Qv00000PTYUZIA5;;;;;;;outro
500Qv00000PTYpmIAH;;500Qv00000PTYpmIAH;;;;;;;outro
500Qv00000PTao6IAD;;500Qv00000PTao6IAD;;;;;;;outro
500Qv00000PTc1vIAD;;500Qv00000PTc1vIAD;;;;;;;outro
500Qv00000PTcjfIAD;;500Qv00000PTcjfIAD;;;;;;;outro
500Qv00000PTedJIAT;;500Qv00000PTedJIAT;;;;;;;outro
500Qv00000PTg0hIAD;;500Qv00000PTg0hIAD;;;;;;;outro
500Qv00000PTheWIAT;;500Qv00000PTheWIAT;;;;;;;outro
500Qv00000PTi5kIAD;;500Qv00000PTi5kIAD;;;;;;;outro
500Qv00000PTiKFIA1;;500Qv00000PTiKFIA1;;;;;;;outro
500Qv00000PTk14IAD;;500Qv00000PTk14IAD;;;;;;;outro
500Qv00000PTna7IAD;;500Qv00000PTna7IAD;;;;;;;outro
500Qv00000PTrvaIAD;;500Qv00000PTrvaIAD;;;;;;;outro
500Qv00000PTvXkIAL;;500Qv00000PTvXkIAL;;;;;;;outro
500Qv00000PTyTrIAL;;500Qv00000PTyTrIAL;;;;;;;outro
500Qv00000PU63OIAT;;500Qv00000PU63OIAT;;;;;;;outro
500Qv00000PU7fLIAT;;500Qv00000PU7fLIAT;;;;;;;outro
500Qv00000PUCdRIAX;;500Qv00000PUCdRIAX;;;;;;;outro
500Qv00000PUOrJIAX;;500Qv00000PUOrJIAX;;;;;;;outro
500Qv00000PUQDJIA5;;500Qv00000PUQDJIA5;;;;;;;outro
500Qv00000PUQdFIAX;;500Qv00000PUQdFIAX;;;;;;;outro
500Qv00000PUaCjIAL;;500Qv00000PUaCjIAL;;;;;;;outro
500Qv00000PUbAIIA1;;500Qv00000PUbAIIA1;;;;;;;outro
500Qv00000PUvwwIAD;;500Qv00000PUvwwIAD;;;;;;;outro
500Qv00000PUyziIAD;;500Qv00000PUyziIAD;;;;;;;outro
500Qv00000PUzpOIAT;;500Qv00000PUzpOIAT;;;;;;;outro
500Qv00000PV1UXIA1;;500Qv00000PV1UXIA1;;;;;;;outro
500Qv00000PV2lZIAT;;500Qv00000PV2lZIAT;;;;;;;outro
500Qv00000PV6u1IAD;;500Qv00000PV6u1IAD;;;;;;;outro
500Qv00000PV7mpIAD;;500Qv00000PV7mpIAD;;;;;;;outro
500Qv00000PV7zhIAD;;500Qv00000PV7zhIAD;;;;;;;outro
500Qv00000PV81JIAT;;500Qv00000PV81JIAT;;;;;;;outro
500Qv00000PV82vIAD;;500Qv00000PV82vIAD;;;;;;;outro
500Qv00000PV87lIAD;;500Qv00000PV87lIAD;;;;;;;outro
500Qv00000PVMltIAH;;500Qv00000PVMltIAH;;;;;;;outro
500Qv00000PVd8ZIAT;;500Qv00000PVd8ZIAT;;;;;;;outro
500Qv00000PVz7JIAT;;500Qv00000PVz7JIAT;;;;;;;outro
500Qv00000PW48cIAD;;500Qv00000PW48cIAD;;;;;;;outro
500Qv00000PW5nmIAD;;500Qv00000PW5nmIAD;;;;;;;outro
500Qv00000PW8tpIAD;;500Qv00000PW8tpIAD;;;;;;;outro
500Qv00000PWB8SIAX;;500Qv00000PWB8SIAX;;;;;;;outro
500Qv00000PWFGuIAP;;500Qv00000PWFGuIAP;;;;;;;outro
500Qv00000PWHkAIAX;;500Qv00000PWHkAIAX;;;;;;;outro
500Qv00000PWImdIAH;;500Qv00000PWImdIAH;;;;;;;outro
500Qv00000PWIwLIAX;;500Qv00000PWIwLIAX;;;;;;;outro
500Qv00000PWJ61IAH;;500Qv00000PWJ61IAH;;;;;;;outro
500Qv00000PWJ9GIAX;;500Qv00000PWJ9GIAX;;;;;;;outro
500Qv00000PWJm6IAH;;500Qv00000PWJm6IAH;;;;;;;outro
500Qv00000PWKuwIAH;;500Qv00000PWKuwIAH;;;;;;;outro
500Qv00000PWN3FIAX;;500Qv00000PWN3FIAX;;;;;;;outro
500Qv00000PWQNZIA5;;500Qv00000PWQNZIA5;;;;;;;outro
500Qv00000PWUG7IAP;;500Qv00000PWUG7IAP;;;;;;;outro
500Qv00000PWVjsIAH;;500Qv00000PWVjsIAH;;;;;;;outro
500Qv00000PWZ2gIAH;;500Qv00000PWZ2gIAH;;;;;;;outro
500Qv00000PWeU3IAL;;500Qv00000PWeU3IAL;;;;;;;outro
500Qv00000PWiSXIA1;;500Qv00000PWiSXIA1;;;;;;;outro
500Qv00000PWikKIAT;;500Qv00000PWikKIAT;;;;;;;outro
500Qv00000PWrJ8IAL;;500Qv00000PWrJ8IAL;;;;;;;outro
500Qv00000PWwtjIAD;;500Qv00000PWwtjIAD;;;;;;;outro
500Qv00000PX3ASIA1;;500Qv00000PX3ASIA1;;;;;;;outro
500Qv00000PX43HIAT;;500Qv00000PX43HIAT;;;;;;;outro
500Qv00000PX46fIAD;;500Qv00000PX46fIAD;;;;;;;outro
500Qv00000PX4BTIA1;;500Qv00000PX4BTIA1;;;;;;;outro
500Qv00000PX4RaIAL;;500Qv00000PX4RaIAL;;;;;;;outro
500Qv00000PX68WIAT;;500Qv00000PX68WIAT;;;;;;;outro
500Qv00000PX7ScIAL;;500Qv00000PX7ScIAL;;;;;;;outro
500Qv00000PX8rkIAD;;500Qv00000PX8rkIAD;;;;;;;outro
500Qv00000PXDD0IAP;;500Qv00000PXDD0IAP;;;;;;;outro
500Qv00000PXDGGIA5;;500Qv00000PXDGGIA5;;;;;;;outro
500Qv00000PXJX2IAP;;500Qv00000PXJX2IAP;;;;;;;outro
500Qv00000PXJjpIAH;;500Qv00000PXJjpIAH;;;;;;;outro
500Qv00000PXKUdIAP;;500Qv00000PXKUdIAP;;;;;;;outro
500Qv00000PXMOMIA5;;500Qv00000PXMOMIA5;;;;;;;outro
500Qv00000PXPFqIAP;;500Qv00000PXPFqIAP;;;;;;;outro
500Qv00000PXQGnIAP;;500Qv00000PXQGnIAP;;;;;;;outro
500Qv00000PXU2bIAH;;500Qv00000PXU2bIAH;;;;;;;outro
500Qv00000PXW4QIAX;;500Qv00000PXW4QIAX;;;;;;;outro
500Qv00000PXXGaIAP;;500Qv00000PXXGaIAP;;;;;;;outro
500Qv00000PXdaSIAT;;500Qv00000PXdaSIAT;;;;;;;outro
500Qv00000PXpqCIAT;;500Qv00000PXpqCIAT;;;;;;;outro
500Qv00000PXtx2IAD;;500Qv00000PXtx2IAD;;;;;;;outro
500Qv00000PXuBhIAL;;500Qv00000PXuBhIAL;;;;;;;outro
500Qv00000PXvNlIAL;;500Qv00000PXvNlIAL;;;;;;;outro
500Qv00000PXxe8IAD;;500Qv00000PXxe8IAD;;;;;;;outro
500Qv00000PY1mUIAT;;500Qv00000PY1mUIAT;;;;;;;outro
500Qv00000PY5zlIAD;;500Qv00000PY5zlIAD;;;;;;;outro
500Qv00000PYHckIAH;;500Qv00000PYHckIAH;;;;;;;outro
500Qv00000PYPiPIAX;;500Qv00000PYPiPIAX;;;;;;;outro
500Qv00000PYUF4IAP;;500Qv00000PYUF4IAP;;;;;;;outro
500Qv00000PYVXgIAP;;500Qv00000PYVXgIAP;;;;;;;outro
500Qv00000PYp1kIAD;;500Qv00000PYp1kIAD;;;;;;;outro
500Qv00000PZ0jiIAD;;500Qv00000PZ0jiIAD;;;;;;;outro
500Qv00000PZ9VFIA1;;500Qv00000PZ9VFIA1;;;;;;;outro
500Qv00000PZCJQIA5;;500Qv00000PZCJQIA5;;;;;;;outro
500Qv00000PZFqcIAH;;500Qv00000PZFqcIAH;;;;;;;outro
500Qv00000PZLEjIAP;;500Qv00000PZLEjIAP;;;;;;;outro
500Qv00000PZQXZIA5;;500Qv00000PZQXZIA5;;;;;;;outro
500Qv00000PZQhIIAX;;500Qv00000PZQhIIAX;;;;;;;outro
500Qv00000PZRVKIA5;;500Qv00000PZRVKIA5;;;;;;;outro
500Qv00000PZS4iIAH;;500Qv00000PZS4iIAH;;;;;;;outro
500Qv00000PZTfDIAX;;500Qv00000PZTfDIAX;;;;;;;outro
500Qv00000PZTk1IAH;;500Qv00000PZTk1IAH;;;;;;;outro
500Qv00000PZUd8IAH;;500Qv00000PZUd8IAH;;;;;;;outro
500Qv00000PZVVcIAP;;500Qv00000PZVVcIAP;;;;;;;outro
500Qv00000PZX4NIAX;;500Qv00000PZX4NIAX;;;;;;;outro
500Qv00000PZX6MIAX;;500Qv00000PZX6MIAX;;;;;;;outro
500Qv00000PZXZ9IAP;;500Qv00000PZXZ9IAP;;;;;;;outro
500Qv00000PZXnXIAX;;500Qv00000PZXnXIAX;;;;;;;outro
500Qv00000PZYlHIAX;;500Qv00000PZYlHIAX;;;;;;;outro
500Qv00000PZZm8IAH;;500Qv00000PZZm8IAH;;;;;;;outro
500Qv00000PZaK2IAL;;500Qv00000PZaK2IAL;;;;;;;outro
500Qv00000PZadMIAT;;500Qv00000PZadMIAT;;;;;;;outro
500Qv00000PZaobIAD;;500Qv00000PZaobIAD;;;;;;;outro
500Qv00000PZb4qIAD;;500Qv00000PZb4qIAD;;;;;;;outro
500Qv00000PZcyUIAT;;500Qv00000PZcyUIAT;;;;;;;outro
500Qv00000PZf3ZIAT;;500Qv00000PZf3ZIAT;;;;;;;outro
500Qv00000PZgArIAL;500Qv00000PZcoqIAD;500Qv00000PZgArIAL;500Qv00000PZcoqIAD;500Qv00000PZcoqIAD;;;;;outro
500Qv00000PZgB3IAL;;500Qv00000PZgB3IAL;;;;;;;outro
500Qv00000PZghFIAT;500Qv00000PZMYpIAP;500Qv00000PZghFIAT;500Qv00000PZMYpIAP;500Qv00000PZMYpIAP;;;;;outro
500Qv00000PZlnFIAT;;500Qv00000PZlnFIAT;;;;;;;outro
500Qv00000PZlqWIAT;;500Qv00000PZlqWIAT;;;;;;;outro
500Qv00000PZnHBIA1;;500Qv00000PZnHBIA1;;;;;;;outro
500Qv00000PZrccIAD;;500Qv00000PZrccIAD;;;;;;;outro
500Qv00000PZto9IAD;;500Qv00000PZto9IAD;;;;;;;outro
500Qv00000PZwHHIA1;;500Qv00000PZwHHIA1;;;;;;;outro
500Qv00000PZwM6IAL;;500Qv00000PZwM6IAL;;;;;;;outro
500Qv00000PZxDRIA1;;500Qv00000PZxDRIA1;;;;;;;outro
500Qv00000PZzAMIA1;;500Qv00000PZzAMIA1;;;;;;;outro
500Qv00000Pa3ylIAB;;500Qv00000Pa3ylIAB;;;;;;;outro
500Qv00000Pa4uoIAB;;500Qv00000Pa4uoIAB;;;;;;;outro
500Qv00000Pa5HMIAZ;;500Qv00000Pa5HMIAZ;;;;;;;outro
500Qv00000Pa5NmIAJ;;500Qv00000Pa5NmIAJ;;;;;;;outro
500Qv00000Pa93NIAR;;500Qv00000Pa93NIAR;;;;;;;outro
500Qv00000PaAsBIAV;;500Qv00000PaAsBIAV;;;;;;;outro
500Qv00000PaC7hIAF;;500Qv00000PaC7hIAF;;;;;;;outro
500Qv00000PaCR8IAN;;500Qv00000PaCR8IAN;;;;;;;outro
500Qv00000PaCx9IAF;;500Qv00000PaCx9IAF;;;;;;;outro
500Qv00000PaDYHIA3;;500Qv00000PaDYHIA3;;;;;;;outro
500Qv00000PaHP1IAN;;500Qv00000PaHP1IAN;;;;;;;outro
500Qv00000PaKElIAN;;500Qv00000PaKElIAN;;;;;;;outro
500Qv00000PaKukIAF;;500Qv00000PaKukIAF;;;;;;;outro
500Qv00000PaLNvIAN;;500Qv00000PaLNvIAN;;;;;;;outro
500Qv00000PaMgNIAV;;500Qv00000PaMgNIAV;;;;;;;outro
500Qv00000PaNaoIAF;;500Qv00000PaNaoIAF;;;;;;;outro
500Qv00000PaNfoIAF;;500Qv00000PaNfoIAF;;;;;;;outro
500Qv00000PaOYaIAN;;500Qv00000PaOYaIAN;;;;;;;outro
500Qv00000PaQDlIAN;;500Qv00000PaQDlIAN;;;;;;;outro
500Qv00000PaR4yIAF;;500Qv00000PaR4yIAF;;;;;;;outro
500Qv00000PaSsLIAV;;500Qv00000PaSsLIAV;;;;;;;outro
500Qv00000PaU4PIAV;;500Qv00000PaU4PIAV;;;;;;;outro
500Qv00000PaWG1IAN;;500Qv00000PaWG1IAN;;;;;;;outro
500Qv00000PaXgeIAF;;500Qv00000PaXgeIAF;;;;;;;outro
500Qv00000PaYhhIAF;;500Qv00000PaYhhIAF;;;;;;;outro
500Qv00000PaYhnIAF;;500Qv00000PaYhnIAF;;;;;;;outro
