Id;OwnerId;IsDeleted;Name;CurrencyIsoCode;CreatedDate;CreatedById;LastModifiedDate;LastModifiedById;SystemModstamp;Construction__c;Product__c;Gestao_de_Consumos__c;Interconnection_Site__c;Interconnection_Voltage_Level__c;Installation_Type__c;Mobi_E_Connection__c;Technical_Observations__c;Number_of_Charging_Stations__c;Number_of_Equipment_Installed_PIEE__c;Designacao_Local_Interligacao__c;Nivel_Tensao__c;TRE_OPC__c;Asset__c;EV_Charge_Connection__c;Source__c;Responsibility_for_TRE__c;Construction_Name__c;Generate_Template__c;Technical_Control_Template__c;MOBI_E_DPC_Connection__c;Quote__c;Electric_Mobility_Type__c;POD_Production__c;ct_id;salesforce_id;origem;numero_postos_carregamento
a2p7S000000CcmpQAC;0053X00000CS3iMQAT;False;CT-0020694;EUR;2022-01-28T17:46:19.000+0000;0053X00000CS3iMQAT;2024-08-20T13:58:02.000+0000;005b0000005zonLAAQ;2026-06-23T16:53:08.000+0000;;01t0X000008hGHUQA2;False;;;C;True;;1.0;0.0;;BT;;02i0X00000LErQQQA1;False;GA;;;False;;False;;;;a2p7S000000CcmpQAC;02i0X00000LErQQQA1;GA;1.0
a2p7S000000CcqXQAS;0053X00000CS3iMQAT;False;CT-0020745;EUR;2022-01-28T17:46:34.000+0000;0053X00000CS3iMQAT;2024-08-20T13:57:59.000+0000;005b0000005zonLAAQ;2026-06-23T16:53:08.000+0000;;01t0X000008hGHUQA2;False;;;B;True;;1.0;0.0;;MT;;02i0X00000LErQVQA1;False;GA;;;False;;False;;;;a2p7S000000CcqXQAS;02i0X00000LErQVQA1;GA;1.0
a2p7S000000CcqcQAC;0053X00000CS3iMQAT;False;CT-0020746;EUR;2022-01-28T17:46:35.000+0000;0053X00000CS3iMQAT;2024-08-20T13:57:57.000+0000;005b0000005zonLAAQ;2026-06-23T16:53:08.000+0000;;01t0X000008hGHUQA2;False;;;B;True;;1.0;0.0;;MT;;02i0X00000LErQaQAL;False;GA;;;False;;False;;;;a2p7S000000CcqcQAC;02i0X00000LErQaQAL;GA;1.0
a2p7S000000CcrBQAS;0053X00000CS3iMQAT;False;CT-0020753;EUR;2022-01-28T17:46:36.000+0000;0053X00000CS3iMQAT;2024-08-20T13:58:05.000+0000;005b0000005zonLAAQ;2026-06-23T16:53:08.000+0000;;01t0X000008hGHUQA2;False;;;C;True;;1.0;0.0;;BT;;02i0X00000LErQfQAL;False;GA;;;False;;False;;;;a2p7S000000CcrBQAS;02i0X00000LErQfQAL;GA;1.0
a2p7S000000CcvhQAC;0053X00000CS3iMQAT;False;CT-0020830;EUR;2022-01-28T17:46:57.000+0000;0053X00000CS3iMQAT;2024-08-20T13:58:07.000+0000;005b0000005zonLAAQ;2026-06-23T16:53:08.000+0000;;01t0X000008hGHUQA2;False;;;C;True;;1.0;0.0;;BT;;02i0X00000LErQkQAL;False;GA;;;False;;False;;;;a2p7S000000CcvhQAC;02i0X00000LErQkQAL;GA;1.0
a2p7S000000CczpQAC;0053X00000CS3iMQAT;False;CT-0021014;EUR;2022-01-28T17:47:42.000+0000;0053X00000CS3iMQAT;2024-08-20T13:58:01.000+0000;005b0000005zonLAAQ;2026-06-23T16:53:08.000+0000;;01t0X000008hGHUQA2;False;;;C;True;;1.0;0.0;;BT;;02i0X00000LErQpQAL;False;GA;;;False;;False;;;;a2p7S000000CczpQAC;02i0X00000LErQpQAL;GA;1.0
a2p7S000000Cd5DQAS;0053X00000CS3iMQAT;False;CT-0021030;EUR;2022-01-28T17:47:47.000+0000;0053X00000CS3iMQAT;2024-08-20T13:58:01.000+0000;005b0000005zonLAAQ;2026-06-23T16:53:08.000+0000;;01t0X000008hGHUQA2;False;;;C;True;;1.0;0.0;;BT;;02i0X00000LErQzQAL;False;GA;;;False;;False;;;;a2p7S000000Cd5DQAS;02i0X00000LErQzQAL;GA;1.0
a2p7S000000Cd5rQAC;0053X00000CS3iMQAT;False;CT-0021046;EUR;2022-01-28T17:47:52.000+0000;0053X00000CS3iMQAT;2024-08-20T13:58:04.000+0000;005b0000005zonLAAQ;2026-06-23T16:53:08.000+0000;;01t0X000008hGHUQA2;False;;;C;True;;1.0;0.0;;BT;;02i0X00000LErR4QAL;False;GA;;;False;;False;;;;a2p7S000000Cd5rQAC;02i0X00000LErR4QAL;GA;1.0
a2p7S000000CcnUQAS;0053X00000CS3iMQAT;False;CT-0020742;EUR;2022-01-28T17:46:33.000+0000;0053X00000CS3iMQAT;2024-08-20T13:57:59.000+0000;005b0000005zonLAAQ;2026-06-23T16:53:08.000+0000;;01t0X000008hGHUQA2;False;;;B;True;;1.0;0.0;;MT;;02i0X00000LZ3arQAD;False;GA;;;False;;False;;;;a2p7S000000CcnUQAS;02i0X00000LZ3arQAD;GA;1.0
a2p7S000000CcqNQAS;0053X00000CS3iMQAT;False;CT-0020743;EUR;2022-01-28T17:46:33.000+0000;0053X00000CS3iMQAT;2024-08-20T13:57:58.000+0000;005b0000005zonLAAQ;2026-06-23T16:53:08.000+0000;;01t0X000008hGHUQA2;False;;;B;True;;1.0;0.0;;MT;;02i0X00000LZ3asQAD;False;GA;;;False;;False;;;;a2p7S000000CcqNQAS;02i0X00000LZ3asQAD;GA;1.0
a2p7S000000CcrkQAC;0053X00000CS3iMQAT;False;CT-0020763;EUR;2022-01-28T17:46:39.000+0000;0053X00000CS3iMQAT;2024-08-14T09:00:54.000+0000;005b0000000c1ccAAA;2026-06-23T16:53:08.000+0000;;01t0X000008hGHUQA2;False;;;B;True;;1.0;0.0;;MT;;02i0X00000LZ3atQAD;False;GA;;;False;;False;;;;a2p7S000000CcrkQAC;02i0X00000LZ3atQAD;GA;1.0
a2p7S000000CcrfQAC;0053X00000CS3iMQAT;False;CT-0020762;EUR;2022-01-28T17:46:39.000+0000;0053X00000CS3iMQAT;2024-08-14T09:00:54.000+0000;005b0000000c1ccAAA;2026-06-23T16:53:08.000+0000;;01t0X000008hGHUQA2;False;;;B;True;;1.0;0.0;;MT;;02i0X00000LZ3auQAD;False;GA;;;False;;False;;;;a2p7S000000CcrfQAC;02i0X00000LZ3auQAD;GA;1.0
a2p7S000000Ccu0QAC;0053X00000CS3iMQAT;False;CT-0020798;EUR;2022-01-28T17:46:47.000+0000;0053X00000CS3iMQAT;2024-08-14T09:00:54.000+0000;005b0000000c1ccAAA;2026-06-23T16:53:08.000+0000;;01t0X000008hGHUQA2;False;;;C;True;;1.0;0.0;;BT;;02i0X00000LZ3avQAD;False;GA;;;False;;False;;;;a2p7S000000Ccu0QAC;02i0X00000LZ3avQAD;GA;1.0
a2p7S000000CcvdQAC;0053X00000CS3iMQAT;False;CT-0020888;EUR;2022-01-28T17:47:11.000+0000;0053X00000CS3iMQAT;2024-08-14T09:00:56.000+0000;005b0000000c1ccAAA;2026-06-23T16:53:08.000+0000;;01t0X000008hGHUQA2;False;;;B;True;;1.0;0.0;;MT;;02i0X00000LZ3awQAD;False;GA;;;False;;False;;;;a2p7S000000CcvdQAC;02i0X00000LZ3awQAD;GA;1.0
a2p7S000000CcnGQAS;0053X00000CS3iMQAT;False;CT-0020916;EUR;2022-01-28T17:47:17.000+0000;0053X00000CS3iMQAT;2024-08-14T09:00:56.000+0000;005b0000000c1ccAAA;2026-06-23T16:53:08.000+0000;;01t0X000008hGHUQA2;False;;;B;True;;1.0;0.0;;MT;;02i0X00000LZ3axQAD;False;GA;;;False;;False;;;;a2p7S000000CcnGQAS;02i0X00000LZ3axQAD;GA;1.0
a2p7S000000Ccz1QAC;0053X00000CS3iMQAT;False;CT-0020915;EUR;2022-01-28T17:47:17.000+0000;0053X00000CS3iMQAT;2024-08-14T09:00:56.000+0000;005b0000000c1ccAAA;2026-06-23T16:53:08.000+0000;;01t0X000008hGHUQA2;False;;;B;True;;1.0;0.0;;MT;;02i0X00000LZ3ayQAD;False;GA;;;False;;False;;;;a2p7S000000Ccz1QAC;02i0X00000LZ3ayQAD;GA;1.0
a2p7S000000CcvWQAS;0053X00000CS3iMQAT;False;CT-0020943;EUR;2022-01-28T17:47:23.000+0000;0053X00000CS3iMQAT;2024-08-14T09:00:56.000+0000;005b0000000c1ccAAA;2026-06-23T16:53:08.000+0000;;01t0X000008hGHUQA2;False;;;B;True;;1.0;0.0;;MT;;02i0X00000LZ3azQAD;False;GA;;;False;;False;;;;a2p7S000000CcvWQAS;02i0X00000LZ3azQAD;GA;1.0
a2p7S000000Cd1QQAS;0053X00000CS3iMQAT;False;CT-0020944;EUR;2022-01-28T17:47:24.000+0000;0053X00000CS3iMQAT;2024-08-14T09:00:56.000+0000;005b0000000c1ccAAA;2026-06-23T16:53:08.000+0000;;01t0X000008hGHUQA2;False;;;B;True;;1.0;0.0;;MT;;02i0X00000LZ3b0QAD;False;GA;;;False;;False;;;;a2p7S000000Cd1QQAS;02i0X00000LZ3b0QAD;GA;1.0
a2p7S000000Cd1VQAS;0053X00000CS3iMQAT;False;CT-0020945;EUR;2022-01-28T17:47:26.000+0000;0053X00000CS3iMQAT;2024-08-14T09:00:56.000+0000;005b0000000c1ccAAA;2026-06-23T16:53:08.000+0000;;01t0X000008hGHUQA2;False;;;B;True;;1.0;0.0;;MT;;02i0X00000LZ3b1QAD;False;GA;;;False;;False;;;;a2p7S000000Cd1VQAS;02i0X00000LZ3b1QAD;GA;1.0
a2p7S000000Cd1aQAC;0053X00000CS3iMQAT;False;CT-0020946;EUR;2022-01-28T17:47:26.000+0000;0053X00000CS3iMQAT;2024-08-14T09:00:56.000+0000;005b0000000c1ccAAA;2026-06-23T16:53:08.000+0000;;01t0X000008hGHUQA2;False;;;B;True;;1.0;0.0;;MT;;02i0X00000LZ3b2QAD;False;GA;;;False;;False;;;;a2p7S000000Cd1aQAC;02i0X00000LZ3b2QAD;GA;1.0
a2p7S000000Cd3HQAS;0053X00000CS3iMQAT;False;CT-0020990;EUR;2022-01-28T17:47:37.000+0000;0053X00000CS3iMQAT;2024-08-14T09:00:54.000+0000;005b0000000c1ccAAA;2026-06-23T16:53:08.000+0000;;01t0X000008hGHUQA2;False;;;B;True;;1.0;0.0;;MT;;02i0X00000LZ3b3QAD;False;GA;;;False;;False;;;;a2p7S000000Cd3HQAS;02i0X00000LZ3b3QAD;GA;1.0
a2p7S000000CczaQAC;0053X00000CS3iMQAT;False;CT-0021003;EUR;2022-01-28T17:47:40.000+0000;0053X00000CS3iMQAT;2024-08-14T09:01:25.000+0000;005b0000000c1ccAAA;2026-06-23T16:53:08.000+0000;;01t0X000008hGHUQA2;False;;;B;True;;1.0;0.0;;MT;;02i0X00000LZ3b4QAD;False;GA;;;False;;False;;;;a2p7S000000CczaQAC;02i0X00000LZ3b4QAD;GA;1.0
a2p7S000000Cd3vQAC;0053X00000CS3iMQAT;False;CT-0021004;EUR;2022-01-28T17:47:40.000+0000;0053X00000CS3iMQAT;2024-08-14T09:01:25.000+0000;005b0000000c1ccAAA;2026-06-23T16:53:08.000+0000;;01t0X000008hGHUQA2;False;;;B;True;;1.0;0.0;;MT;;02i0X00000LZ3b5QAD;False;GA;;;False;;False;;;;a2p7S000000Cd3vQAC;02i0X00000LZ3b5QAD;GA;1.0
a2p7S000000CcqPQAS;0053X00000CS3iMQAT;False;CT-0020893;EUR;2022-01-28T17:47:12.000+0000;0053X00000CS3iMQAT;2024-08-20T13:58:05.000+0000;005b0000005zonLAAQ;2026-06-23T16:53:08.000+0000;;01t0X000008hGHUQA2;False;;;B;False;;1.0;0.0;;AT;;02i0X00000LZA5xQAH;False;GA;;;False;;False;;;;a2p7S000000CcqPQAS;02i0X00000LZA5xQAH;GA;1.0
a2p7S000000CczAQAS;0053X00000CS3iMQAT;False;CT-0020892;EUR;2022-01-28T17:47:12.000+0000;0053X00000CS3iMQAT;2024-08-20T13:58:07.000+0000;005b0000005zonLAAQ;2026-06-23T16:53:08.000+0000;;01t0X000008hGHUQA2;False;;;B;False;;1.0;0.0;;AT;;02i0X00000LZA5yQAH;False;GA;;;False;;False;;;;a2p7S000000CczAQAS;02i0X00000LZA5yQAH;GA;1.0
a2p7S000000CcxTQAS;0053X00000CS3iMQAT;False;CT-0020863;EUR;2022-01-28T17:47:05.000+0000;0053X00000CS3iMQAT;2024-08-14T09:00:56.000+0000;005b0000000c1ccAAA;2026-06-23T16:53:08.000+0000;;01t0X000008hGHUQA2;False;;;B;False;;1.0;0.0;;MT;;02i0X00000LZD8tQAH;False;GA;;;False;;False;;;;a2p7S000000CcxTQAS;02i0X00000LZD8tQAH;GA;1.0
a2p7S000000CcpzQAC;0053X00000CS3iMQAT;False;CT-0020960;EUR;2022-01-28T17:47:30.000+0000;0053X00000CS3iMQAT;2024-08-14T09:00:56.000+0000;005b0000000c1ccAAA;2026-06-23T16:53:08.000+0000;;01t0X000008hGHUQA2;False;;;B;False;;1.0;0.0;;MT;;02i0X00000LZD9GQAX;False;GA;;;False;;False;;;;a2p7S000000CcpzQAC;02i0X00000LZD9GQAX;GA;1.0
a2p7S000000CcyDQAS;0053X00000CS3iMQAT;False;CT-0020976;EUR;2022-01-28T17:47:33.000+0000;0053X00000CS3iMQAT;2024-08-14T09:00:56.000+0000;005b0000000c1ccAAA;2026-06-23T16:53:08.000+0000;;01t0X000008hGHUQA2;False;;;B;False;;1.0;0.0;;MT;;02i0X00000LZD9UQAX;False;GA;;;False;;False;;;;a2p7S000000CcyDQAS;02i0X00000LZD9UQAX;GA;1.0
a2p7S000000Ccp5QAC;0053X00000CS3iMQAT;False;CT-0020724;EUR;2022-01-28T17:46:28.000+0000;0053X00000CS3iMQAT;2024-08-14T09:00:54.000+0000;005b0000000c1ccAAA;2026-06-23T16:53:08.000+0000;;01t0X000008hGHUQA2;False;;;C;True;;1.0;0.0;;BT;;02i0X00000LZQLKQA5;False;GA;;;False;;False;;;;a2p7S000000Ccp5QAC;02i0X00000LZQLKQA5;GA;1.0
a2p7S000000CcuUQAS;0053X00000CS3iMQAT;False;CT-0020806;EUR;2022-01-28T17:46:49.000+0000;0053X00000CS3iMQAT;2024-08-20T13:58:07.000+0000;005b0000005zonLAAQ;2026-06-23T16:53:08.000+0000;;01t0X000008hGHUQA2;False;;;B;True;;1.0;0.0;;MT;;02i0X00000LZQLLQA5;False;GA;;;False;;False;;;;a2p7S000000CcuUQAS;02i0X00000LZQLLQA5;GA;1.0
a2p7S000000CcuZQAS;0053X00000CS3iMQAT;False;CT-0020807;EUR;2022-01-28T17:46:49.000+0000;0053X00000CS3iMQAT;2024-08-20T13:58:07.000+0000;005b0000005zonLAAQ;2026-06-23T16:53:08.000+0000;;01t0X000008hGHUQA2;False;;;B;True;;1.0;0.0;;MT;;02i0X00000LZQLMQA5;False;GA;;;False;;False;;;;a2p7S000000CcuZQAS;02i0X00000LZQLMQA5;GA;1.0
a2p7S000000CczoQAC;0053X00000CS3iMQAT;False;CT-0020908;EUR;2022-01-28T17:47:15.000+0000;0053X00000CS3iMQAT;2024-08-14T09:00:56.000+0000;005b0000000c1ccAAA;2026-06-23T16:53:08.000+0000;;01t0X000008hGHUQA2;False;;;B;False;;1.0;0.0;;MT;;02i0X00000LZR3dQAH;False;GA;;;False;;False;;;;a2p7S000000CczoQAC;02i0X00000LZR3dQAH;GA;1.0
a2p7S000000CczFQAS;0053X00000CS3iMQAT;False;CT-0020894;EUR;2022-01-28T17:47:12.000+0000;0053X00000CS3iMQAT;2024-08-20T13:58:03.000+0000;005b0000005zonLAAQ;2026-06-23T16:53:08.000+0000;;01t0X000008hGHUQA2;False;;;B;False;;1.0;0.0;;AT;;02i0X00000LZTUHQA5;False;GA;;;False;;False;;;;a2p7S000000CczFQAS;02i0X00000LZTUHQA5;GA;1.0
a2p7S000000CcppQAC;0053X00000CS3iMQAT;False;CT-0020958;EUR;2022-01-28T17:47:29.000+0000;0053X00000CS3iMQAT;2024-08-20T13:58:01.000+0000;005b0000005zonLAAQ;2026-06-23T16:53:08.000+0000;;01t0X000008hGHUQA2;False;;;B;False;;1.0;0.0;;MT;;02i0X00000LZTUIQA5;False;GA;;;False;;False;;;;a2p7S000000CcppQAC;02i0X00000LZTUIQA5;GA;1.0
a2p7S000000Cd3gQAC;0053X00000CS3iMQAT;False;CT-0020996;EUR;2022-01-28T17:47:38.000+0000;0053X00000CS3iMQAT;2024-08-20T13:58:05.000+0000;005b0000005zonLAAQ;2026-06-23T16:53:08.000+0000;;01t0X000008hGHUQA2;False;;;B;False;;1.0;0.0;;MT;;02i0X00000LZTULQA5;False;GA;;;False;;False;;;;a2p7S000000Cd3gQAC;02i0X00000LZTULQA5;GA;1.0
a2p7S000000Cd40QAC;0053X00000CS3iMQAT;False;CT-0021006;EUR;2022-01-28T17:47:40.000+0000;0053X00000CS3iMQAT;2024-08-14T09:00:56.000+0000;005b0000000c1ccAAA;2026-06-23T16:53:08.000+0000;;01t0X000008hGHUQA2;False;;;B;True;;1.0;0.0;;MT;;02i3X00000ZqGyxQAF;False;GA;;;False;;False;;;;a2p7S000000Cd40QAC;02i3X00000ZqGyxQAF;GA;1.0
a2p7S000000CcsJQAS;0053X00000CS3iMQAT;False;CT-0020773;EUR;2022-01-28T17:46:41.000+0000;0053X00000CS3iMQAT;2024-08-14T09:00:54.000+0000;005b0000000c1ccAAA;2026-06-23T16:53:08.000+0000;;01t0X000008hGHUQA2;False;;;B;True;;1.0;0.0;;MT;;02i3X00000ZqGyyQAF;False;GA;;;False;;False;;;;a2p7S000000CcsJQAS;02i3X00000ZqGyyQAF;GA;1.0
a2p7S000000CbfPQAS;0053X00000CS3iMQAT;False;CT-0018443;EUR;2022-01-05T10:40:13.000+0000;0053X00000CS3iMQAT;2024-08-14T09:00:51.000+0000;005b0000000c1ccAAA;2026-06-23T16:53:07.000+0000;;01t0X000008hGHUQA2;False;;;C;True;;1.0;0.0;QEPCVE;BT;;02i3X00000ZqGyzQAF;False;GA;;;False;;False;;;;a2p7S000000CbfPQAS;02i3X00000ZqGyzQAF;GA;1.0
a2p7S000000Ccs9QAC;0053X00000CS3iMQAT;False;CT-0020770;EUR;2022-01-28T17:46:40.000+0000;0053X00000CS3iMQAT;2024-08-14T09:00:54.000+0000;005b0000000c1ccAAA;2026-06-23T16:53:08.000+0000;;01t0X000008hGHUQA2;False;;;B;True;;1.0;0.0;;MT;;02i3X00000ZqGz0QAF;False;GA;;;False;;False;;;;a2p7S000000Ccs9QAC;02i3X00000ZqGz0QAF;GA;1.0
a2p7S000000CcqOQAS;0053X00000CS3iMQAT;False;CT-0020775;EUR;2022-01-28T17:46:42.000+0000;0053X00000CS3iMQAT;2024-08-14T09:12:19.000+0000;005b0000000c1ccAAA;2026-06-23T16:53:08.000+0000;;01t0X000008hGHUQA2;False;;;B;True;;1.0;0.0;;MT;;02i3X00000ZqGz1QAF;False;GA;;;False;;False;;;;a2p7S000000CcqOQAS;02i3X00000ZqGz1QAF;GA;1.0
a2p7S000000Cd29QAC;0053X00000CS3iMQAT;False;CT-0020963;EUR;2022-01-28T17:47:30.000+0000;0053X00000CS3iMQAT;2024-08-14T09:00:56.000+0000;005b0000000c1ccAAA;2026-06-23T16:53:08.000+0000;;01t0X000008hGHUQA2;False;;;B;True;;1.0;0.0;;MT;;02i3X00000ZqGz2QAF;False;GA;;;False;;False;;;;a2p7S000000Cd29QAC;02i3X00000ZqGz2QAF;GA;1.0
a2p7S000000Cd45QAC;0053X00000CS3iMQAT;False;CT-0021008;EUR;2022-01-28T17:47:41.000+0000;0053X00000CS3iMQAT;2024-08-14T09:00:56.000+0000;005b0000000c1ccAAA;2026-06-23T16:53:08.000+0000;;01t0X000008hGHUQA2;False;;;B;True;;1.0;0.0;;MT;;02i3X00000ZqGz3QAF;False;GA;;;False;;False;;;;a2p7S000000Cd45QAC;02i3X00000ZqGz3QAF;GA;1.0
a2p7S000000CcraQAC;0053X00000CS3iMQAT;False;CT-0020761;EUR;2022-01-28T17:46:38.000+0000;0053X00000CS3iMQAT;2024-08-14T09:00:54.000+0000;005b0000000c1ccAAA;2026-06-23T16:53:08.000+0000;;01t0X000008hGHUQA2;False;;;C;True;;1.0;0.0;;BT;;02i3X00000ZqGz4QAF;False;GA;;;False;;False;;;;a2p7S000000CcraQAC;02i3X00000ZqGz4QAF;GA;1.0
a2p7S000000CcmHQAS;0053X00000CS3iMQAT;False;CT-0021040;EUR;2022-01-28T17:47:49.000+0000;0053X00000CS3iMQAT;2024-08-14T09:00:54.000+0000;005b0000000c1ccAAA;2026-06-23T16:53:08.000+0000;;01t0X000008hGHUQA2;False;;;B;True;;1.0;0.0;;MT;;02i3X00000ZqGz5QAF;False;GA;;;False;;False;;;;a2p7S000000CcmHQAS;02i3X00000ZqGz5QAF;GA;1.0
a2p7S000000Cd0iQAC;0053X00000CS3iMQAT;False;CT-0021007;EUR;2022-01-28T17:47:40.000+0000;0053X00000CS3iMQAT;2024-08-14T09:00:54.000+0000;005b0000000c1ccAAA;2026-06-23T16:53:08.000+0000;;01t0X000008hGHUQA2;False;;;B;True;;1.0;0.0;;MT;;02i3X00000ZqGz9QAF;False;GA;;;False;;False;;;;a2p7S000000Cd0iQAC;02i3X00000ZqGz9QAF;GA;1.0
a2p7S000000CcnVQAS;0053X00000CS3iMQAT;False;CT-0020774;EUR;2022-01-28T17:46:41.000+0000;0053X00000CS3iMQAT;2024-08-14T09:00:54.000+0000;005b0000000c1ccAAA;2026-06-23T16:53:08.000+0000;;01t0X000008hGHUQA2;False;;;B;True;;1.0;0.0;;MT;;02i3X00000ZqGzAQAV;False;GA;;;False;;False;;;;a2p7S000000CcnVQAS;02i3X00000ZqGzAQAV;GA;1.0
a2p7S000000CbfKQAS;0053X00000CS3iMQAT;False;CT-0018442;EUR;2022-01-05T10:39:14.000+0000;0053X00000CS3iMQAT;2024-08-14T09:00:51.000+0000;005b0000000c1ccAAA;2026-06-23T16:53:07.000+0000;;01t0X000008hGHUQA2;False;;;C;True;;1.0;0.0;QEPCVE;BT;;02i3X00000ZqGzBQAV;False;GA;;;False;;False;;;;a2p7S000000CbfKQAS;02i3X00000ZqGzBQAV;GA;1.0
a2p7S000000CcsEQAS;0053X00000CS3iMQAT;False;CT-0020771;EUR;2022-01-28T17:46:41.000+0000;0053X00000CS3iMQAT;2024-08-14T09:00:54.000+0000;005b0000000c1ccAAA;2026-06-23T16:53:08.000+0000;;01t0X000008hGHUQA2;False;;;B;True;;1.0;0.0;;MT;;02i3X00000ZqGzCQAV;False;GA;;;False;;False;;;;a2p7S000000CcsEQAS;02i3X00000ZqGzCQAV;GA;1.0
a2p7S000000CcneQAC;0053X00000CS3iMQAT;False;CT-0020776;EUR;2022-01-28T17:46:42.000+0000;0053X00000CS3iMQAT;2024-08-14T09:00:54.000+0000;005b0000000c1ccAAA;2026-06-23T16:53:08.000+0000;;01t0X000008hGHUQA2;False;;;B;True;;1.0;0.0;;MT;;02i3X00000ZqGzDQAV;False;GA;;;False;;False;;;;a2p7S000000CcneQAC;02i3X00000ZqGzDQAV;GA;1.0
a2p7S000000Cd2EQAS;0053X00000CS3iMQAT;False;CT-0020964;EUR;2022-01-28T17:47:31.000+0000;0053X00000CS3iMQAT;2024-08-14T09:00:56.000+0000;005b0000000c1ccAAA;2026-06-23T16:53:08.000+0000;;01t0X000008hGHUQA2;False;;;B;True;;1.0;0.0;;MT;;02i3X00000ZqGzEQAV;False;GA;;;False;;False;;;;a2p7S000000Cd2EQAS;02i3X00000ZqGzEQAV;GA;1.0
a2p7S000000CczgQAC;0053X00000CS3iMQAT;False;CT-0021009;EUR;2022-01-28T17:47:41.000+0000;0053X00000CS3iMQAT;2024-08-14T09:00:54.000+0000;005b0000000c1ccAAA;2026-06-23T16:53:08.000+0000;;01t0X000008hGHUQA2;False;;;B;True;;1.0;0.0;;MT;;02i3X00000ZqGzFQAV;False;GA;;;False;;False;;;;a2p7S000000CczgQAC;02i3X00000ZqGzFQAV;GA;1.0
a2p7S000000CckkQAC;0053X00000CS3iMQAT;False;CT-0020825;EUR;2022-01-28T17:46:55.000+0000;0053X00000CS3iMQAT;2024-08-14T09:00:54.000+0000;005b0000000c1ccAAA;2026-06-23T16:53:08.000+0000;;01t0X000008hGHUQA2;False;;;B;True;;1.0;0.0;;MT;;02i3X00000Zr7AUQAZ;False;GA;;;False;;False;;;;a2p7S000000CckkQAC;02i3X00000Zr7AUQAZ;GA;1.0
a2p7S000000CclIQAS;0053X00000CS3iMQAT;False;CT-0020675;EUR;2022-01-28T17:46:14.000+0000;0053X00000CS3iMQAT;2024-08-20T13:58:05.000+0000;005b0000005zonLAAQ;2026-06-23T16:53:08.000+0000;;01t0X000008hGHUQA2;False;;;B;True;;1.0;0.0;;MT;;02i3X00000Zr7AVQAZ;False;GA;;;False;;False;;;;a2p7S000000CclIQAS;02i3X00000Zr7AVQAZ;GA;1.0
a2p7S000000CcueQAC;0053X00000CS3iMQAT;False;CT-0020808;EUR;2022-01-28T17:46:49.000+0000;0053X00000CS3iMQAT;2024-08-14T09:00:54.000+0000;005b0000000c1ccAAA;2026-06-23T16:53:08.000+0000;;01t0X000008hGHUQA2;False;;;C;True;;1.0;0.0;;BT;;02i3X00000Zr7AWQAZ;False;GA;;;False;;False;;;;a2p7S000000CcueQAC;02i3X00000Zr7AWQAZ;GA;1.0
a2p7S000000CcuPQAS;0053X00000CS3iMQAT;False;CT-0020805;EUR;2022-01-28T17:46:49.000+0000;0053X00000CS3iMQAT;2024-08-14T09:00:54.000+0000;005b0000000c1ccAAA;2026-06-23T16:53:08.000+0000;;01t0X000008hGHUQA2;False;;;C;True;;1.0;0.0;;BT;;02i3X00000Zr7AXQAZ;False;GA;;;False;;False;;;;a2p7S000000CcuPQAS;02i3X00000Zr7AXQAZ;GA;1.0
a2p7S000000CcuKQAS;0053X00000CS3iMQAT;False;CT-0020804;EUR;2022-01-28T17:46:48.000+0000;0053X00000CS3iMQAT;2024-08-14T09:00:54.000+0000;005b0000000c1ccAAA;2026-06-23T16:53:08.000+0000;;01t0X000008hGHUQA2;False;;;C;True;;1.0;0.0;;BT;;02i3X00000Zr7AYQAZ;False;GA;;;False;;False;;;;a2p7S000000CcuKQAS;02i3X00000Zr7AYQAZ;GA;1.0
a2p7S000000CcuFQAS;0053X00000CS3iMQAT;False;CT-0020803;EUR;2022-01-28T17:46:48.000+0000;0053X00000CS3iMQAT;2024-08-14T09:00:54.000+0000;005b0000000c1ccAAA;2026-06-23T16:53:08.000+0000;;01t0X000008hGHUQA2;False;;;C;True;;1.0;0.0;;BT;;02i3X00000Zr7AZQAZ;False;GA;;;False;;False;;;;a2p7S000000CcuFQAS;02i3X00000Zr7AZQAZ;GA;1.0
a2p7S000000CcujQAC;0053X00000CS3iMQAT;False;CT-0020809;EUR;2022-01-28T17:46:50.000+0000;0053X00000CS3iMQAT;2024-08-14T09:01:25.000+0000;005b0000000c1ccAAA;2026-06-23T16:53:08.000+0000;;01t0X000008hGHUQA2;False;;;C;True;;1.0;0.0;;BT;;02i3X00000Zr7AaQAJ;False;GA;;;False;;False;;;;a2p7S000000CcujQAC;02i3X00000Zr7AaQAJ;GA;1.0
a2p7S000000CcuoQAC;0053X00000CS3iMQAT;False;CT-0020810;EUR;2022-01-28T17:46:50.000+0000;0053X00000CS3iMQAT;2024-08-14T09:01:25.000+0000;005b0000000c1ccAAA;2026-06-23T16:53:08.000+0000;;01t0X000008hGHUQA2;False;;;C;True;;1.0;0.0;;BT;;02i3X00000Zr7AbQAJ;False;GA;;;False;;False;;;;a2p7S000000CcuoQAC;02i3X00000Zr7AbQAJ;GA;1.0
